Categorii de someri, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
- Universitar, Feminin, Municipiul Bucuresti, Anul 2015, Numar persoane, 2743
- Universitar, Feminin, Municipiul Bucuresti, Anul 2016, Numar persoane, 2460
- Universitar, Feminin, Municipiul Bucuresti, Anul 2017, Numar persoane, 2469
- Universitar, Feminin, Municipiul Bucuresti, Anul 2018, Numar persoane, 2648
- Universitar, Feminin, Municipiul Bucuresti, Anul 2019, Numar persoane, 2410
- Universitar, Feminin, Municipiul Bucuresti, Anul 2020, Numar persoane, 2348
- Universitar, Feminin, Municipiul Bucuresti, Anul 2021, Numar persoane, 1826
- Universitar, Feminin, Municipiul Bucuresti, Anul 2022, Numar persoane, 1688
- Universitar, Feminin, Municipiul Bucuresti, Anul 2023, Numar persoane, 1966
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2011, Numar persoane, 5690
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2012, Numar persoane, 5376
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2013, Numar persoane, 5345
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2014, Numar persoane, 4170
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2015, Numar persoane, 3279
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2016, Numar persoane, 2037
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2017, Numar persoane, 1862
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2018, Numar persoane, 1607
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2019, Numar persoane, 1587
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2020, Numar persoane, 2135
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2021, Numar persoane, 1546
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2022, Numar persoane, 1442
- Universitar, Feminin, MACROREGIUNEA PATRU, Anul 2023, Numar persoane, 1382
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 3317
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 3138
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 3075
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 2385
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar persoane, 1717
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar persoane, 1275
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2017, Numar persoane, 869
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2018, Numar persoane, 772
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2019, Numar persoane, 734
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2020, Numar persoane, 843
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2021, Numar persoane, 779
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2022, Numar persoane, 766
- Universitar, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2023, Numar persoane, 642
- Universitar, Feminin, Dolj, Anul 2011, Numar persoane, 1093
- Universitar, Feminin, Dolj, Anul 2012, Numar persoane, 1056
- Universitar, Feminin, Dolj, Anul 2013, Numar persoane, 1014
- Universitar, Feminin, Dolj, Anul 2014, Numar persoane, 716
- Universitar, Feminin, Dolj, Anul 2015, Numar persoane, 575
- Universitar, Feminin, Dolj, Anul 2016, Numar persoane, 352
- Universitar, Feminin, Dolj, Anul 2017, Numar persoane, 266
- Universitar, Feminin, Dolj, Anul 2018, Numar persoane, 242
- Universitar, Feminin, Dolj, Anul 2019, Numar persoane, 211
- Universitar, Feminin, Dolj, Anul 2020, Numar persoane, 210
- Universitar, Feminin, Dolj, Anul 2021, Numar persoane, 230
- Universitar, Feminin, Dolj, Anul 2022, Numar persoane, 250
- Universitar, Feminin, Dolj, Anul 2023, Numar persoane, 190
- Universitar, Feminin, Gorj, Anul 2011, Numar persoane, 718
- Universitar, Feminin, Gorj, Anul 2012, Numar persoane, 668
- Universitar, Feminin, Gorj, Anul 2013, Numar persoane, 722
- Universitar, Feminin, Gorj, Anul 2014, Numar persoane, 501
- Universitar, Feminin, Gorj, Anul 2015, Numar persoane, 392
- Universitar, Feminin, Gorj, Anul 2016, Numar persoane, 298
- Universitar, Feminin, Gorj, Anul 2017, Numar persoane, 225
- Universitar, Feminin, Gorj, Anul 2018, Numar persoane, 235
- Universitar, Feminin, Gorj, Anul 2019, Numar persoane, 206
- Universitar, Feminin, Gorj, Anul 2020, Numar persoane, 236
- Universitar, Feminin, Gorj, Anul 2021, Numar persoane, 176
- Universitar, Feminin, Gorj, Anul 2022, Numar persoane, 150
- Universitar, Feminin, Gorj, Anul 2023, Numar persoane, 137
- Universitar, Feminin, Mehedinti, Anul 2011, Numar persoane, 330
- Universitar, Feminin, Mehedinti, Anul 2012, Numar persoane, 329
- Universitar, Feminin, Mehedinti, Anul 2013, Numar persoane, 288
- Universitar, Feminin, Mehedinti, Anul 2014, Numar persoane, 239
- Universitar, Feminin, Mehedinti, Anul 2015, Numar persoane, 255
- Universitar, Feminin, Mehedinti, Anul 2016, Numar persoane, 114
- Universitar, Feminin, Mehedinti, Anul 2017, Numar persoane, 78
- Universitar, Feminin, Mehedinti, Anul 2018, Numar persoane, 66
- Universitar, Feminin, Mehedinti, Anul 2019, Numar persoane, 55
- Universitar, Feminin, Mehedinti, Anul 2020, Numar persoane, 90
- Universitar, Feminin, Mehedinti, Anul 2021, Numar persoane, 61
- Universitar, Feminin, Mehedinti, Anul 2022, Numar persoane, 91
- Universitar, Feminin, Mehedinti, Anul 2023, Numar persoane, 70
- Universitar, Feminin, Olt, Anul 2011, Numar persoane, 473
- Universitar, Feminin, Olt, Anul 2012, Numar persoane, 423
- Universitar, Feminin, Olt, Anul 2013, Numar persoane, 397
- Universitar, Feminin, Olt, Anul 2014, Numar persoane, 454
- Universitar, Feminin, Olt, Anul 2015, Numar persoane, 216
- Universitar, Feminin, Olt, Anul 2016, Numar persoane, 229
- Universitar, Feminin, Olt, Anul 2017, Numar persoane, 88
- Universitar, Feminin, Olt, Anul 2018, Numar persoane, 42
- Universitar, Feminin, Olt, Anul 2019, Numar persoane, 46
- Universitar, Feminin, Olt, Anul 2020, Numar persoane, 56
- Universitar, Feminin, Olt, Anul 2021, Numar persoane, 127
- Universitar, Feminin, Olt, Anul 2022, Numar persoane, 108
- Universitar, Feminin, Olt, Anul 2023, Numar persoane, 85
- Universitar, Feminin, Valcea, Anul 2011, Numar persoane, 703
- Universitar, Feminin, Valcea, Anul 2012, Numar persoane, 662
- Universitar, Feminin, Valcea, Anul 2013, Numar persoane, 654
- Universitar, Feminin, Valcea, Anul 2014, Numar persoane, 475
- Universitar, Feminin, Valcea, Anul 2015, Numar persoane, 279
- Universitar, Feminin, Valcea, Anul 2016, Numar persoane, 282
- Universitar, Feminin, Valcea, Anul 2017, Numar persoane, 212
- Universitar, Feminin, Valcea, Anul 2018, Numar persoane, 187
- Universitar, Feminin, Valcea, Anul 2019, Numar persoane, 216
- Universitar, Feminin, Valcea, Anul 2020, Numar persoane, 251
- Universitar, Feminin, Valcea, Anul 2021, Numar persoane, 185
- Universitar, Feminin, Valcea, Anul 2022, Numar persoane, 167
- Universitar, Feminin, Valcea, Anul 2023, Numar persoane, 160
- Universitar, Feminin, Regiunea VEST, Anul 2011, Numar persoane, 2373
- Universitar, Feminin, Regiunea VEST, Anul 2012, Numar persoane, 2238
- Universitar, Feminin, Regiunea VEST, Anul 2013, Numar persoane, 2270
- Universitar, Feminin, Regiunea VEST, Anul 2014, Numar persoane, 1785
- Universitar, Feminin, Regiunea VEST, Anul 2015, Numar persoane, 1562
- Universitar, Feminin, Regiunea VEST, Anul 2016, Numar persoane, 762
- Universitar, Feminin, Regiunea VEST, Anul 2017, Numar persoane, 993
- Universitar, Feminin, Regiunea VEST, Anul 2018, Numar persoane, 835
- Universitar, Feminin, Regiunea VEST, Anul 2019, Numar persoane, 853
- Universitar, Feminin, Regiunea VEST, Anul 2020, Numar persoane, 1292
- Universitar, Feminin, Regiunea VEST, Anul 2021, Numar persoane, 767
- Universitar, Feminin, Regiunea VEST, Anul 2022, Numar persoane, 676
- Universitar, Feminin, Regiunea VEST, Anul 2023, Numar persoane, 740
- Universitar, Feminin, Arad, Anul 2011, Numar persoane, 510
- Universitar, Feminin, Arad, Anul 2012, Numar persoane, 434
- Universitar, Feminin, Arad, Anul 2013, Numar persoane, 434
- Universitar, Feminin, Arad, Anul 2014, Numar persoane, 317
- Universitar, Feminin, Arad, Anul 2015, Numar persoane, 237
- Universitar, Feminin, Arad, Anul 2016, Numar persoane, 162
- Universitar, Feminin, Arad, Anul 2017, Numar persoane, 206
- Universitar, Feminin, Arad, Anul 2018, Numar persoane, 125
- Universitar, Feminin, Arad, Anul 2019, Numar persoane, 117
- Universitar, Feminin, Arad, Anul 2020, Numar persoane, 321
- Universitar, Feminin, Arad, Anul 2021, Numar persoane, 135
- Universitar, Feminin, Arad, Anul 2022, Numar persoane, 101
- Universitar, Feminin, Arad, Anul 2023, Numar persoane, 98
- Universitar, Feminin, Caras-Severin, Anul 2011, Numar persoane, 418
- Universitar, Feminin, Caras-Severin, Anul 2012, Numar persoane, 351
- Universitar, Feminin, Caras-Severin, Anul 2013, Numar persoane, 378
- Universitar, Feminin, Caras-Severin, Anul 2014, Numar persoane, 250
- Universitar, Feminin, Caras-Severin, Anul 2015, Numar persoane, 196
- Universitar, Feminin, Caras-Severin, Anul 2016, Numar persoane, 91
- Universitar, Feminin, Caras-Severin, Anul 2017, Numar persoane, 103
- Universitar, Feminin, Caras-Severin, Anul 2018, Numar persoane, 118
- Universitar, Feminin, Caras-Severin, Anul 2019, Numar persoane, 119
- Universitar, Feminin, Caras-Severin, Anul 2020, Numar persoane, 127
- Universitar, Feminin, Caras-Severin, Anul 2021, Numar persoane, 78
- Universitar, Feminin, Caras-Severin, Anul 2022, Numar persoane, 87
- Universitar, Feminin, Caras-Severin, Anul 2023, Numar persoane, 89
- Universitar, Feminin, Hunedoara, Anul 2011, Numar persoane, 734
- Universitar, Feminin, Hunedoara, Anul 2012, Numar persoane, 751
- Universitar, Feminin, Hunedoara, Anul 2013, Numar persoane, 717
- Universitar, Feminin, Hunedoara, Anul 2014, Numar persoane, 587
- Universitar, Feminin, Hunedoara, Anul 2015, Numar persoane, 640
- Universitar, Feminin, Hunedoara, Anul 2016, Numar persoane, 161
- Universitar, Feminin, Hunedoara, Anul 2017, Numar persoane, 376
- Universitar, Feminin, Hunedoara, Anul 2018, Numar persoane, 323
- Universitar, Feminin, Hunedoara, Anul 2019, Numar persoane, 329
- Universitar, Feminin, Hunedoara, Anul 2020, Numar persoane, 393
- Universitar, Feminin, Hunedoara, Anul 2021, Numar persoane, 311
- Universitar, Feminin, Hunedoara, Anul 2022, Numar persoane, 261
- Universitar, Feminin, Hunedoara, Anul 2023, Numar persoane, 330
- Universitar, Feminin, Timis, Anul 2011, Numar persoane, 711
- Universitar, Feminin, Timis, Anul 2012, Numar persoane, 702
- Universitar, Feminin, Timis, Anul 2013, Numar persoane, 741
- Universitar, Feminin, Timis, Anul 2014, Numar persoane, 631
- Universitar, Feminin, Timis, Anul 2015, Numar persoane, 489
- Universitar, Feminin, Timis, Anul 2016, Numar persoane, 348
- Universitar, Feminin, Timis, Anul 2017, Numar persoane, 308
- Universitar, Feminin, Timis, Anul 2018, Numar persoane, 269
- Universitar, Feminin, Timis, Anul 2019, Numar persoane, 288
- Universitar, Feminin, Timis, Anul 2020, Numar persoane, 451
- Universitar, Feminin, Timis, Anul 2021, Numar persoane, 243
- Universitar, Feminin, Timis, Anul 2022, Numar persoane, 227
- Universitar, Feminin, Timis, Anul 2023, Numar persoane, 223
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2011, Numar persoane, 24311
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2012, Numar persoane, 23767
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2013, Numar persoane, 22415
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2014, Numar persoane, 15600
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2015, Numar persoane, 12321
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2016, Numar persoane, 10419
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2017, Numar persoane, 8573
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2018, Numar persoane, 7959
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2019, Numar persoane, 8231
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2020, Numar persoane, 16930
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2021, Numar persoane, 8569
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2022, Numar persoane, 6548
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, MACROREGIUNEA UNU, Anul 2023, Numar persoane, 8268
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2011, Numar persoane, 11937
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2012, Numar persoane, 11739
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2013, Numar persoane, 11136
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2014, Numar persoane, 7786
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2015, Numar persoane, 6350
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2016, Numar persoane, 5420
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2017, Numar persoane, 4485
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2018, Numar persoane, 4224
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2019, Numar persoane, 4549
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2020, Numar persoane, 8778
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2021, Numar persoane, 4516
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2022, Numar persoane, 3471
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Regiunea NORD-VEST, Anul 2023, Numar persoane, 4498
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2011, Numar persoane, 2682
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2012, Numar persoane, 2472
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2013, Numar persoane, 2461
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2014, Numar persoane, 1761
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2015, Numar persoane, 1496
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2016, Numar persoane, 970
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2017, Numar persoane, 1037
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2018, Numar persoane, 878
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2019, Numar persoane, 1213
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2020, Numar persoane, 2313
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2021, Numar persoane, 981
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2022, Numar persoane, 658
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bihor, Anul 2023, Numar persoane, 963
Beneficiari de indemnizatie de somaj (someri cu experienta in munca) si beneficiari de  indemnizatie de somaj (someri fara experienta in munca), Feminin, Bistrita-Nasaud, Anul 2011, Numar persoane, 2103
